0.3161,600,1,2
0,200,2,2
0.2077,900,3,2
0.0487718049127803,400,4,2
0.1928,200,1,2.5
0,200,2,2.5
0.2079,600,3,2.5
0.00525097899608402,500,4,2.5
0.0524,700,1,3
0,200,2,3
0.1807,600,3,3
0.000978996084015664,200,4,3
0.32,900,1,2
0,200,2,2
0.2075,800,3,2
0.0530437878248487,500,4,2
0.1746,800,1,2.5
0,200,2,2.5
0.2107,700,3,2.5
0.00418298326806693,700,4,2.5
0.0605,600,1,3
0,200,2,3
0.1811,500,3,3
0.00115699537201851,500,4,3
0.3204,600,1,2
0,200,2,2
0.2091,800,3,2
0.0487718049127803,600,4,2
0.1814,700,1,2.5
0,200,2,2.5
0.2091,600,3,2.5
0.00418298326806693,600,4,2.5
0.0524,700,1,3
0,200,2,3
0.1815,700,3,3
0.00088999644001424,600,4,3
0.3764,900,1,2
0,200,2,2
0.2095,800,3,2
0.0487718049127803,400,4,2
0.1694,1200,1,2.5
0,200,2,2.5
0.2085,400,3,2.5
0.00418298326806693,300,4,2.5
0.0642,200,1,3
0,200,2,3
0.1819,700,3,3
0.000978996084015664,200,4,3
0.3204,300,1,2
0,200,2,2
0.2097,700,3,2
0.0487718049127803,500,4,2
0.1865,700,1,2.5
0,200,2,2.5
0.2081,400,3,2.5
0.00427198291206835,500,4,2.5
0.0556,600,1,3
0,200,2,3
0.1813,600,3,3
0.00088999644001424,300,4,3
0.3181,900,1,2
0,200,2,2
0.2085,600,3,2
0.0487718049127803,900,4,2
0.1832,200,1,2.5
0,200,2,2.5
0.2079,500,3,2.5
0.00418298326806693,700,4,2.5
0.061,600,1,3
0,200,2,3
0.1813,1100,3,3
0.00088999644001424,400,4,3
0.2977,800,1,2
0,200,2,2
0.2089,800,3,2
0.0487718049127803,700,4,2
0.1872,1000,1,2.5
0,200,2,2.5
0.2083,400,3,2.5
0.00418298326806693,600,4,2.5
0.061,600,1,3
0,200,2,3
0.1819,500,3,3
0.000800996796012816,700,4,3
0.3204,200,1,2
0,200,2,2
0.2081,300,3,2
0.0487718049127803,300,4,2
0.1808,200,1,2.5
0,200,2,2.5
0.2079,400,3,2.5
0.00418298326806693,600,4,2.5
0.0694,1000,1,3
0,200,2,3
0.1819,400,3,3
0.000978996084015664,700,4,3
0.3577,500,1,2
0,200,2,2
0.2095,900,3,2
0.0487718049127803,300,4,2
0.1808,200,1,2.5
0,200,2,2.5
0.2089,600,3,2.5
0.00418298326806693,800,4,2.5
0.0738,600,1,3
0,200,2,3
0.1811,800,3,3
0.000978996084015664,800,4,3
0.3265,300,1,2
0,200,2,2
0.2089,600,3,2
0.0428088287646849,700,4,2
0.1704,1000,1,2.5
0,200,2,2.5
0.2083,500,3,2.5
0.00427198291206835,500,4,2.5
0.074,700,1,3
0,200,2,3
0.1815,300,3,3
0.000978996084015664,800,4,3
